cod_municipio,municipio,mesorregiao,populacao,n_ocorrencias,n_crime_rua,taxa_100k,taxa_crime_rua_100k
4305132.0,CERRO BRANCO,Centro Oriental Rio-grandense,3802.0,470,115,3090.4786954234614,756.180957390847
4313490.0,NOVO BARREIRO,Noroeste Rio-grandense,4272.0,528,121,3089.887640449438,708.0992509363296
4300554.0,ALTO ALEGRE,Noroeste Rio-grandense,1800.0,221,47,3069.4444444444443,652.7777777777778
4323309.0,VILA FLORES,Nordeste Rio-grandense,3646.0,446,131,3058.1459133296767,898.2446516730663
4304614.0,CANUDOS DO VALE,Centro Oriental Rio-grandense,1656.0,202,56,3049.5169082125603,845.4106280193236
4315354.0,QUINZE DE NOVEMBRO,Noroeste Rio-grandense,3910.0,473,146,3024.296675191816,933.5038363171357
4304713.0,CARAA,Metropolitana de Porto Alegre,7394.0,893,215,3019.3400054097915,726.940762780633
4323358.0,VILA LANGARO,Noroeste Rio-grandense,2079.0,248,71,2982.202982202982,853.7758537758539
4308433.0,FORQUETINHA,Centro Oriental Rio-grandense,2393.0,283,79,2956.53990806519,825.3238612620141
4305934.0,CORONEL PILAR,Nordeste Rio-grandense,1607.0,190,57,2955.818294959552,886.7454884878655
4312179.0,MATO QUEIMADO,Noroeste Rio-grandense,1795.0,211,55,2938.7186629526464,766.0167130919219
4309258.0,GUABIJU,Nordeste Rio-grandense,1417.0,166,41,2928.7226534932956,723.3592095977417
4312955.0,NOVA BOA VISTA,Noroeste Rio-grandense,2042.0,235,69,2877.081292850147,844.7600391772771
4310363.0,IMIGRANTE,Centro Oriental Rio-grandense,3080.0,348,89,2824.6753246753246,722.4025974025974
4311254.0,LAGOAO,Noroeste Rio-grandense,5341.0,589,166,2756.974349372777,777.0080509267927
4318440.0,SAO JORGE,Nordeste Rio-grandense,2912.0,319,78,2738.6675824175823,669.6428571428571
4313011.0,NOVA CANDELARIA,Noroeste Rio-grandense,3061.0,335,71,2736.033975824894,579.875857562888
4302253.0,BOA VISTA DO SUL,Nordeste Rio-grandense,2779.0,303,84,2725.800647715005,755.6675062972292
4305371.0,CHARRUA,Noroeste Rio-grandense,2768.0,299,83,2700.5057803468208,749.6387283236994
4313466.0,NOVO XINGU,Noroeste Rio-grandense,1646.0,177,41,2688.3353584447145,622.7217496962332
4321626.0,TRAVESSEIRO,Centro Oriental Rio-grandense,2152.0,231,42,2683.550185873606,487.9182156133829
4319372.0,SAO PEDRO DO BUTIA,Noroeste Rio-grandense,3070.0,326,67,2654.7231270358307,545.6026058631921
4312443.0,MORRINHOS DO SUL,Metropolitana de Porto Alegre,3071.0,326,67,2653.8586779550637,545.4249430153045
4320321.0,SENADOR SALGADO FILHO,Noroeste Rio-grandense,2673.0,283,76,2646.838757949869,710.8118219229331
4318424.0,SAO JOAO DA URTIGA,Noroeste Rio-grandense,4461.0,465,106,2605.917955615333,594.0372113875812
4307864.0,FAGUNDES VARELA,Nordeste Rio-grandense,2566.0,263,53,2562.3538581449725,516.3678877630553
4302055.0,BENJAMIN CONSTANT DO SUL,Noroeste Rio-grandense,2082.0,213,47,2557.636887608069,564.3611911623439
4301925.0,BARRA DO RIO AZUL,Noroeste Rio-grandense,1696.0,169,47,2491.1556603773583,692.8066037735849
4319737.0,SAO VALERIO DO SUL,Noroeste Rio-grandense,2543.0,242,61,2379.0798269760126,599.6854109319701
4316204.0,RONDINHA,Noroeste Rio-grandense,4991.0,472,117,2364.255660188339,586.0548988178722
4316477.0,SALVADOR DAS MISSOES,Noroeste Rio-grandense,2877.0,260,38,2259.297879735836,330.2050747306222
4301073.0,ARROIO DO PADRE,Sudeste Rio-grandense,2599.0,222,72,2135.436706425548,692.5740669488265
4322343.0,UBIRETAMA,Noroeste Rio-grandense,1994.0,170,39,2131.394182547643,488.96690070210633
4318499.0,SAO JOSE DO INHACORA,Noroeste Rio-grandense,2406.0,199,42,2067.747298420615,436.4089775561097
